,Event,Site,Date,Round,Time Control,Time,Color,Opening move,Opponent,Opponent location,Current Rank,Opponent Rank,Result,Reason,Hour,Previously played that day
630,Live Chess,Chess.com,2018.11.12,-,300+5,12:27:15,White,d4,IslamGahawy,Egypt,841,740,Won,Resignation,12,7
631,Live Chess,Chess.com,2018.11.12,-,300+5,12:53:31,White,d4,husnu4153,Turkey,848,802,Won,Time,12,8
632,Live Chess,Chess.com,2018.11.12,-,300+5,15:50:44,Black,e4,jturbo03,United States,853,689,Won,Resignation,15,9
633,Live Chess,Chess.com,2018.11.12,-,300+5,16:02:15,Black,d4,ckobian,Hong Kong SAR China,844,813,Lost,Checkmate,16,10
634,Live Chess,Chess.com,2018.11.12,-,300+5,16:12:04,White,d4,kasparsozolins,Latvia,839,966,Lost,Resignation,16,11
635,Live Chess,Chess.com,2018.11.12,-,300+5,16:28:15,Black,e4,Nasir10000,Pakistan,832,909,Lost,Resignation,16,12
636,Live Chess,Chess.com,2018.11.12,-,300+5,19:44:14,White,d4,tortibilis,Spain,824,851,Lost,Resignation,19,13
637,Live Chess,Chess.com,2018.11.13,-,300+5,10:32:14,Black,e4,GODOFCHESS15,Australia,832,833,Won,Resignation,10,0
638,Live Chess,Chess.com,2018.11.13,-,300+5,11:54:18,White,d4,isaachessley,Australia,827,954,Lost,Resignation,11,1
639,Live Chess,Chess.com,2018.11.13,-,300+5,12:06:11,Black,e3,lamiki,Italy,832,752,Won,Resignation,12,3
640,Live Chess,Chess.com,2018.11.13,-,300+5,12:12:09,White,d4,74298734,United Kingdom,824,844,Lost,Resignation,12,4
641,Live Chess,Chess.com,2018.11.13,-,300+5,17:13:25,White,d4,Togo-12,Argentina,833,873,Won,Resignation,17,5
642,Live Chess,Chess.com,2018.11.13,-,300+5,17:38:36,Black,d4,Marionumber3,Honduras,843,917,Won,Checkmate,17,6
643,Live Chess,Chess.com,2018.11.13,-,300+5,17:46:14,Black,e4,erasidum,Norway,835,835,Lost,Resignation,17,7
644,Live Chess,Chess.com,2018.11.13,-,300+5,22:31:10,White,d4,irpak,Pakistan,841,719,Won,Time,22,8
645,Live Chess,Chess.com,2018.11.13,-,300+5,22:47:35,Black,e4,falconercourt,United Kingdom,849,834,Won,Resignation,22,9
646,Live Chess,Chess.com,2018.11.13,-,300+5,22:56:42,Black,e4,smacks27,United States,856,716,Won,Resignation,22,10
647,Live Chess,Chess.com,2018.11.13,-,300+5,23:04:33,White,d4,DON415,Russia,848,866,Lost,Resignation,23,11
648,Live Chess,Chess.com,2018.11.13,-,300+5,23:16:28,White,d4,bassemajam24,Lebanon,855,778,Won,Checkmate,23,12
649,Live Chess,Chess.com,2018.11.13,-,300+5,23:28:08,Black,c4,AndreasSjakk,Norway,866,978,Won,Game abandoned,23,13
650,Live Chess,Chess.com,2018.11.13,-,300+5,23:39:25,Black,e4,ChillBill69,Germany,856,773,Lost,Resignation,23,14
651,Live Chess,Chess.com,2018.11.14,-,300+5,00:55:22,White,d4,Nukeheader,Norway,850,957,Lost,Resignation,0,16
652,Live Chess,Chess.com,2018.11.14,-,300+5,10:51:12,White,d4,Daebek,Uzbekistan,859,885,Won,Resignation,10,0
653,Live Chess,Chess.com,2018.11.14,-,300+5,11:07:01,Black,e4,Sir0sirius,Uruguay,850,838,Lost,Checkmate,11,1
654,Live Chess,Chess.com,2018.11.14,-,300+5,14:08:49,White,d4,KubilayAstan,Turkey,840,788,Lost,Resignation,14,2
655,Live Chess,Chess.com,2018.11.14,-,300+5,14:20:27,Black,e4,Edenbay,Kazakhstan,846,757,Won,Resignation,14,3
656,Live Chess,Chess.com,2018.11.14,-,300+5,15:49:51,Black,e4,forbesaj27,United States,854,824,Won,Checkmate,15,4
657,Live Chess,Chess.com,2018.11.14,-,300+5,16:57:48,White,d4,YelwinHtun,Myanmar (Burma),844,854,Lost,Resignation,16,6
658,Live Chess,Chess.com,2018.11.14,-,300+5,17:02:51,White,d4,shreyanshgarg777,India,851,810,Won,Checkmate,17,7
659,Live Chess,Chess.com,2018.11.14,-,300+5,17:17:09,Black,e4,milad3090,Iran,859,840,Won,Resignation,17,8
660,Live Chess,Chess.com,2018.11.14,-,300+5,17:32:33,Black,e4,lellio,Albania,851,847,Lost,Resignation,17,9
661,Live Chess,Chess.com,2018.11.14,-,300+5,18:19:44,Black,e4,eholofernes,Germany,845,949,Lost,Resignation,18,10
662,Live Chess,Chess.com,2018.11.14,-,300+5,18:40:45,White,d4,kvespen,Norway,856,971,Won,Checkmate,18,11
663,Live Chess,Chess.com,2018.11.14,-,300+5,18:56:22,Black,e4,lashasiradze,Georgia,863,810,Won,Resignation,18,12
664,Live Chess,Chess.com,2018.11.14,-,300+5,19:36:33,White,d4,LongLiverTheQueen,United States,856,933,Lost,Resignation,19,13
665,Live Chess,Chess.com,2018.11.14,-,300+5,19:44:34,White,d4,AlejandroRuedaSH,Spain,863,803,Won,Resignation,19,14
666,Live Chess,Chess.com,2018.11.14,-,300+5,19:47:12,Black,b4,martihar,Norway,873,947,Won,Resignation,19,15
667,Live Chess,Chess.com,2018.11.14,-,300+5,20:09:19,White,d4,OmarVerduzco,United States,881,881,Won,Resignation,20,16
668,Live Chess,Chess.com,2018.11.14,-,300+5,20:37:38,Black,e4,cristian_garciia2,Colombia,872,866,Lost,Resignation,20,17
669,Live Chess,Chess.com,2018.11.14,-,300+5,20:50:15,White,d4,manrmnd87,Italy,864,869,Lost,Checkmate,20,18
670,Live Chess,Chess.com,2018.11.14,-,300+5,21:03:36,White,d4,sahan78,Turkey,859,1023,Lost,Resignation,21,19
671,Live Chess,Chess.com,2018.11.14,-,300+5,22:11:38,Black,d4,muhannad11111,Israel,853,963,Lost,Resignation,22,21
672,Live Chess,Chess.com,2018.11.14,-,300+5,22:16:30,Black,e4,Royto247,Spain,862,904,Won,Resignation,22,22
673,Live Chess,Chess.com,2018.11.14,-,300+5,22:32:39,White,d4,aaarmenian,France,856,940,Lost,Resignation,22,23
674,Live Chess,Chess.com,2018.11.14,-,300+5,22:33:33,Black,e4,rezigardavadze,Georgia,850,950,Lost,Checkmate,22,24
675,Live Chess,Chess.com,2018.11.15,-,300+5,09:31:53,White,d4,srmnof,Finland,861,972,Won,Resignation,9,0
676,Live Chess,Chess.com,2018.11.15,-,300+5,09:58:15,White,d4,Sheikhsb007,Pakistan,872,976,Won,Checkmate,9,1
677,Live Chess,Chess.com,2018.11.15,-,300+5,10:27:56,White,d4,Blackbird1989,Ukraine,880,880,Won,Checkmate,10,2
678,Live Chess,Chess.com,2018.11.15,-,300+5,10:45:34,Black,e4,JackABlandon,Nicaragua,884,677,Won,Resignation,10,3
679,Live Chess,Chess.com,2018.11.15,-,300+5,11:23:46,White,d4,mathijsver,Netherlands,892,892,Won,Resignation,11,4
680,Live Chess,Chess.com,2018.11.15,-,300+5,11:39:33,White,d4,Blainexi,Finland,901,907,Won,Resignation,11,5
681,Live Chess,Chess.com,2018.11.15,-,300+5,12:06:37,Black,e4,markys1111,Ukraine,894,955,Lost,Resignation,12,6
682,Live Chess,Chess.com,2018.11.15,-,300+5,12:42:16,White,d4,nawfalkhm,Morocco,887,944,Lost,Resignation,12,7
683,Live Chess,Chess.com,2018.11.15,-,300+5,12:45:00,White,d4,zomit,Canada,879,905,Lost,Resignation,12,8
684,Live Chess,Chess.com,2018.11.15,-,300+5,13:01:16,Black,e4,driftingprogrammer,Australia,875,1081,Lost,Resignation,13,9
685,Live Chess,Chess.com,2018.11.15,-,300+5,21:52:32,Black,e4,javierosoto,Argentina,880,727,Won,Checkmate,21,10
686,Live Chess,Chess.com,2018.11.15,-,300+5,22:07:01,Black,e4,LuvSaxena,India,876,1077,Lost,Resignation,22,11
687,Live Chess,Chess.com,2018.11.15,-,300+5,22:18:53,White,d4,riderchess,France,868,893,Lost,Resignation,22,12
688,Live Chess,Chess.com,2018.11.15,-,300+5,22:37:19,Black,d4,nickyk20,Colombia,876,840,Won,Resignation,22,14
689,Live Chess,Chess.com,2018.11.15,-,300+5,22:53:04,Black,d4,steffensanna,Norway,885,916,Won,Resignation,22,15
690,Live Chess,Chess.com,2018.11.15,-,300+5,23:10:20,White,d4,TerranZephyr,South Africa,894,929,Won,Resignation,23,16
691,Live Chess,Chess.com,2018.11.15,-,300+5,23:22:57,White,d4,tduke4,United States,903,920,Won,Time,23,17
692,Live Chess,Chess.com,2018.11.15,-,300+5,23:42:26,White,d4,Vinhadouken,India,895,915,Lost,Resignation,23,18
693,Live Chess,Chess.com,2018.11.15,-,300+5,23:52:36,White,d4,bling4082,United States,902,840,Won,Checkmate,23,19
694,Live Chess,Chess.com,2018.11.16,-,300+5,00:24:55,Black,d4,MCTMike,United States,896,987,Lost,Resignation,0,20
695,Live Chess,Chess.com,2018.11.16,-,300+5,00:49:46,White,d4,SimeonKirilov123,Malta,890,934,Lost,Resignation,0,22
696,Live Chess,Chess.com,2018.11.16,-,300+5,01:08:41,White,d4,Alemanuel,Paraguay,882,878,Lost,Checkmate,1,23
697,Live Chess,Chess.com,2018.11.16,-,300+5,01:24:44,Black,e4,SchmidtMihaly,Israel,874,905,Lost,Resignation,1,24
698,Live Chess,Chess.com,2018.11.16,-,300+5,10:08:49,Black,e4,irfanali49,United States,882,857,Won,Resignation,10,0
699,Live Chess,Chess.com,2018.11.16,-,300+5,10:29:55,White,d4,AnnaChenavina,Russia,889,828,Won,Checkmate,10,1
700,Live Chess,Chess.com,2018.11.16,-,300+5,10:38:34,Black,e4,3032vip,Russia,882,931,Lost,Resignation,10,2
701,Live Chess,Chess.com,2018.11.16,-,300+5,11:06:37,Black,e4,Kalispoli,Norway,876,981,Lost,Resignation,11,3
702,Live Chess,Chess.com,2018.11.16,-,300+5,11:23:47,White,d4,JenVKK,United States,867,857,Lost,Resignation,11,4
703,Live Chess,Chess.com,2018.11.16,-,300+5,11:50:01,White,d4,Baff-o-rama,Austria,858,839,Lost,Resignation,11,5
704,Live Chess,Chess.com,2018.11.16,-,300+5,14:10:18,Black,e4,yfergany,International,865,791,Won,Resignation,14,6
705,Live Chess,Chess.com,2018.11.16,-,300+5,14:22:53,White,d4,ArtLatro,Russia,857,891,Lost,Resignation,14,7
706,Live Chess,Chess.com,2018.11.16,-,300+5,14:43:31,Black,g3,ciroshia,Brazil,848,817,Lost,Resignation,14,8
707,Live Chess,Chess.com,2018.11.16,-,300+5,15:14:34,White,d4,anno_nym,Norway,840,855,Lost,Resignation,15,9
708,Live Chess,Chess.com,2018.11.16,-,300+5,15:41:31,Black,e4,Girishdalwani,China,830,749,Lost,Checkmate,15,10
709,Live Chess,Chess.com,2018.11.16,-,300+5,16:28:31,Black,e4,pdawg42,Sweden,820,754,Lost,Resignation,16,11
710,Live Chess,Chess.com,2018.11.16,-,300+5,16:33:35,White,d4,Narayanan_SL,India,814,908,Lost,Resignation,16,12
711,Live Chess,Chess.com,2018.11.16,-,300+5,17:10:42,Black,e4,TheRandyPuff,United States,819,662,Won,Checkmate,17,13
712,Live Chess,Chess.com,2018.11.16,-,300+5,17:21:44,White,d4,EspenMax,Norway,825,742,Won,Resignation,17,14
713,Live Chess,Chess.com,2018.11.16,-,300+5,17:29:10,White,d4,hazoooom23,Jordan,818,868,Lost,Resignation,17,15
714,Live Chess,Chess.com,2018.11.16,-,300+5,17:44:52,White,d4,jonnyb85,United Kingdom,813,943,Lost,Checkmate,17,16
715,Live Chess,Chess.com,2018.11.16,-,300+5,21:00:53,Black,e4,FrozenEast,Czechia,806,876,Lost,Resignation,21,17
716,Live Chess,Chess.com,2018.11.17,-,300+5,00:44:57,Black,e4,HasanBozbey,Turkey,798,836,Lost,Checkmate,0,18
717,Live Chess,Chess.com,2018.11.17,-,300+5,01:07:24,White,d4,Larsi99,Norway,791,836,Lost,Resignation,1,19
718,Live Chess,Chess.com,2018.11.17,-,300+5,16:39:59,Black,d4,Sturlahl,Norway,800,826,Won,Resignation,16,0
719,Live Chess,Chess.com,2018.11.17,-,300+5,16:56:29,Black,e4,danielnlmorris,Ireland,807,759,Won,Resignation,16,1
720,Live Chess,Chess.com,2018.11.17,-,300+5,16:58:54,Black,e4,stuartgreene2k,England,799,801,Lost,Resignation,16,2
721,Live Chess,Chess.com,2018.11.17,-,300+5,17:12:21,White,d4,Brendon3,Switzerland,792,871,Lost,Resignation,17,3
722,Live Chess,Chess.com,2018.11.17,-,300+5,17:20:53,White,d4,spencerholst,United States,799,722,Won,Resignation,17,4
723,Live Chess,Chess.com,2018.11.17,-,300+5,17:56:06,Black,d4,Benjo1995,Norway,806,703,Won,Resignation,17,5
724,Live Chess,Chess.com,2018.11.17,-,300+5,18:06:12,White,d4,Toligun,Norway,796,727,Lost,Resignation,18,6
725,Live Chess,Chess.com,2018.11.17,-,300+5,18:37:11,White,d4,Qwarloszquallitura,Romania,788,897,Lost,Resignation,18,8
726,Live Chess,Chess.com,2018.11.17,-,300+5,19:19:52,Black,e4,o1ivares,United Kingdom,779,741,Lost,Resignation,19,9
727,Live Chess,Chess.com,2018.11.17,-,300+5,23:19:43,White,d4,jerrygerard70,United States,788,793,Won,Resignation,23,10
728,Live Chess,Chess.com,2018.11.17,-,300+5,23:36:40,Black,e4,jerrygerard70,United States,796,785,Won,Resignation,23,11
729,Live Chess,Chess.com,2018.11.17,-,300+5,23:47:46,White,d4,jerrygerard70,United States,804,777,Won,Resignation,23,12
730,Live Chess,Chess.com,2018.11.18,-,300+5,00:06:09,Black,d4,jerrygerard70,United States,811,770,Won,Checkmate,0,13
731,Live Chess,Chess.com,2018.11.18,-,300+5,00:37:22,Black,d4,Diavule,France,819,808,Won,Time,0,14
732,Live Chess,Chess.com,2018.11.18,-,300+5,01:54:48,White,d4,aliachohdry,Canada,829,920,Won,Time,1,15
733,Live Chess,Chess.com,2018.11.18,-,300+5,02:02:20,Black,d4,edecamaster,Mexico,821,851,Lost,Checkmate,2,16
734,Live Chess,Chess.com,2018.11.18,-,300+5,02:10:28,White,d4,Eversor94,Italy,816,956,Lost,Checkmate,2,17
735,Live Chess,Chess.com,2018.11.18,-,300+5,11:34:28,White,d4,priyank2512,India,823,774,Won,Checkmate,11,0
736,Live Chess,Chess.com,2018.11.18,-,300+5,12:03:56,White,d4,sercas12,Spain,829,723,Won,Resignation,12,1
737,Live Chess,Chess.com,2018.11.18,-,300+5,12:14:56,Black,e4,rattusnorwegicus,Norway,838,882,Won,Resignation,12,2
738,Live Chess,Chess.com,2018.11.18,-,300+5,12:27:49,White,d4,articless,New Zealand,833,993,Lost,Resignation,12,3
739,Live Chess,Chess.com,2018.11.18,-,300+5,12:54:12,Black,e4,jsanmigu,Spain,826,898,Lost,Checkmate,12,4
740,Live Chess,Chess.com,2018.11.18,-,300+5,13:57:33,White,d4,Mzolisi,South Africa,833,794,Won,Resignation,13,5
741,Live Chess,Chess.com,2018.11.19,-,300+5,00:22:15,Black,e4,satvet,India,841,843,Won,Time,0,6
742,Live Chess,Chess.com,2018.11.19,-,300+5,00:40:39,Black,e4,sharkey1214,United States,832,822,Lost,Checkmate,0,7
743,Live Chess,Chess.com,2018.11.19,-,300+5,14:07:21,Black,e4,fred76200,France,825,894,Lost,Resignation,14,0
744,Live Chess,Chess.com,2018.11.19,-,300+5,15:15:09,White,d4,NigelFarage2,Sweden,819,911,Lost,Resignation,15,1
745,Live Chess,Chess.com,2018.11.19,-,300+5,23:49:36,Black,e4,atena_800,Iran,808,698,Lost,Resignation,23,2
746,Live Chess,Chess.com,2018.11.20,-,300+5,02:01:54,White,d4,Chezz9,United States,816,818,Won,Resignation,2,3
747,Live Chess,Chess.com,2018.11.20,-,300+5,13:08:00,Black,e4,belguesmimokhtar,France,805,682,Lost,Checkmate,13,0
748,Live Chess,Chess.com,2018.11.20,-,300+5,23:50:42,White,d4,Davidtron5000,United States,813,735,Won,Checkmate,23,2
749,Live Chess,Chess.com,2018.11.21,-,300+5,00:02:29,White,d4,serafettinoglu,Turkey,804,790,Lost,Resignation,0,3
750,Live Chess,Chess.com,2018.11.21,-,300+5,00:14:52,Black,d4,heathd,United States,797,860,Lost,Resignation,0,4
751,Live Chess,Chess.com,2018.11.21,-,300+5,03:15:51,White,d4,limanb85,Italy,788,784,Lost,Resignation,3,5
752,Live Chess,Chess.com,2018.11.21,-,300+5,12:36:34,Black,e4,Loffad,Norway,795,736,Won,Checkmate,12,0
753,Live Chess,Chess.com,2018.11.21,-,300+5,13:55:57,Black,e4,robindapro,Switzerland,787,815,Lost,Resignation,13,1
754,Live Chess,Chess.com,2018.11.21,-,300+5,16:57:15,Black,e3,mehswin,Malaysia,781,896,Lost,Checkmate,16,2
755,Live Chess,Chess.com,2018.11.21,-,300+5,22:31:44,Black,e4,challapalli,United States,773,780,Lost,Resignation,22,3
756,Live Chess,Chess.com,2018.11.22,-,300+5,11:09:00,White,d4,durgaraouppili,India,767,867,Lost,Resignation,11,0
757,Live Chess,Chess.com,2018.11.22,-,300+5,12:39:41,White,d4,BearChinsIsEseLuvin,United Kingdom,777,865,Won,Resignation,12,1
758,Live Chess,Chess.com,2018.11.22,-,300+5,12:43:07,White,d4,Tuberclose4739,Brazil,781,583,Won,Resignation,12,2
759,Live Chess,Chess.com,2018.11.22,-,300+5,12:57:57,Black,e4,Elixirhero,India,775,904,Lost,Resignation,12,3
760,Live Chess,Chess.com,2018.11.22,-,300+5,17:19:17,White,d4,maxim198531,Russia,766,761,Lost,Resignation,17,4
761,Live Chess,Chess.com,2018.11.22,-,300+5,17:31:26,White,d4,ljgierke,United States,755,623,Lost,Resignation,17,5
762,Live Chess,Chess.com,2018.11.23,-,300+5,00:22:46,Black,e4,pgegalian,Argentina,748,810,Lost,Checkmate,0,6
763,Live Chess,Chess.com,2018.11.23,-,300+5,16:15:32,White,d4,eitzen,Norway,759,852,Won,Resignation,16,0
764,Live Chess,Chess.com,2018.11.23,-,300+5,16:31:19,Black,d3,gomezche,Mexico,766,729,Won,Resignation,16,1
765,Live Chess,Chess.com,2018.11.23,-,300+5,16:40:44,White,d4,gomezche,Mexico,773,722,Won,Resignation,16,2
766,Live Chess,Chess.com,2018.11.23,-,300+5,16:46:05,Black,d3,gomezche,Mexico,780,715,Won,Resignation,16,3
767,Live Chess,Chess.com,2018.11.23,-,300+5,16:53:35,White,d4,gomezche,Mexico,787,708,Won,Resignation,16,4
768,Live Chess,Chess.com,2018.11.23,-,300+5,16:55:53,Black,d4,gomezche,Mexico,793,702,Won,Resignation,16,5
769,Live Chess,Chess.com,2018.11.23,-,300+5,17:07:08,White,d4,gomezche,Mexico,783,712,Lost,Resignation,17,6
770,Live Chess,Chess.com,2018.11.23,-,300+5,18:15:18,White,d4,UrhoV,Finland,788,732,Won,Checkmate,18,8
771,Live Chess,Chess.com,2018.11.23,-,300+5,18:20:57,Black,e3,MariyamShiuna,Maldives,796,789,Won,Game abandoned,18,9
772,Live Chess,Chess.com,2018.11.23,-,300+5,18:38:13,White,d4,SSR17,Chile,787,782,Lost,Resignation,18,10
773,Live Chess,Chess.com,2018.11.23,-,300+5,19:00:00,White,d4,MartyPrinceofWales,Australia,781,905,Lost,Resignation,19,11
774,Live Chess,Chess.com,2018.11.23,-,300+5,19:07:21,Black,d4,n_jeffrey,United Kingdom,789,793,Won,Resignation,19,12
775,Live Chess,Chess.com,2018.11.23,-,300+5,19:29:25,Black,e4,zeltron3030,Austria,797,797,Won,Resignation,19,13
776,Live Chess,Chess.com,2018.11.23,-,300+5,19:53:46,White,d4,JProuse,United States,805,789,Won,Resignation,19,14
777,Live Chess,Chess.com,2018.11.23,-,300+5,20:04:51,Black,e4,GinoAlessandro,Venezuela,795,746,Lost,Resignation,20,15
778,Live Chess,Chess.com,2018.11.23,-,300+5,20:17:04,White,d4,Sverrl,Norway,802,718,Won,Checkmate,20,16
779,Live Chess,Chess.com,2018.11.23,-,300+5,20:31:41,Black,e4,jonnyb85,United Kingdom,796,902,Lost,Resignation,20,17
780,Live Chess,Chess.com,2018.11.23,-,300+5,20:59:46,Black,d3,LearnSomething77,United States,788,823,Lost,Resignation,20,18
781,Live Chess,Chess.com,2018.11.23,-,300+5,21:07:36,White,d4,lorenzosorrentino,United States,796,781,Won,Resignation,21,19
782,Live Chess,Chess.com,2018.11.23,-,300+5,21:16:00,Black,e4,srgourab,India,785,680,Lost,Resignation,21,20
783,Live Chess,Chess.com,2018.11.23,-,300+5,21:21:46,White,d4,akhileshshukla423,India,777,798,Lost,Resignation,21,21
784,Live Chess,Chess.com,2018.11.23,-,300+5,21:37:40,White,d4,MSerka,Germany,787,857,Won,Time,21,22
785,Live Chess,Chess.com,2018.11.23,-,300+5,22:01:58,Black,d4,palyyo,Finland,795,774,Won,Resignation,22,23
786,Live Chess,Chess.com,2018.11.24,-,300+5,11:21:43,Black,d4,Ewands,United States,805,894,Won,Time,11,0
787,Live Chess,Chess.com,2018.11.24,-,300+5,11:31:26,White,d4,Ewands,United States,815,884,Won,Game abandoned,11,1
788,Live Chess,Chess.com,2018.11.24,-,300+5,11:42:17,Black,d4,Zeph007,India,824,850,Won,Resignation,11,2
789,Live Chess,Chess.com,2018.11.24,-,300+5,12:02:57,White,d4,endgame88,United States,831,793,Won,Checkmate,12,3
790,Live Chess,Chess.com,2018.11.24,-,300+5,12:12:58,Black,d4,endgame88,United States,822,802,Lost,Resignation,12,4
791,Live Chess,Chess.com,2018.11.24,-,300+5,14:02:59,Black,d4,AlejandroSchajris,Chile,829,784,Won,Checkmate,14,5
792,Live Chess,Chess.com,2018.11.25,-,300+5,00:13:39,White,d4,Navarjun,India,836,774,Won,Checkmate,0,6
793,Live Chess,Chess.com,2018.11.25,-,300+5,00:17:32,Black,d4,Navarjun,India,827,783,Lost,Resignation,0,7
794,Live Chess,Chess.com,2018.11.25,-,300+5,00:47:00,White,d4,abstrxcks,Mexico,833,723,Won,Resignation,0,8
795,Live Chess,Chess.com,2018.11.25,-,300+5,09:47:53,White,d4,Jgrouse25,United States,824,816,Lost,Resignation,9,0
796,Live Chess,Chess.com,2018.11.25,-,300+5,12:53:13,Black,f4,Dinghu,China,834,917,Won,Resignation,12,1
797,Live Chess,Chess.com,2018.11.25,-,300+5,12:59:07,White,d4,aselimmutlu,Turkey,844,933,Won,Resignation,12,2
798,Live Chess,Chess.com,2018.11.25,-,300+5,13:11:50,Black,e4,ChrisMoctezuma,Mexico,853,876,Won,Time,13,3
799,Live Chess,Chess.com,2018.11.25,-,300+5,14:15:26,White,d4,sagniks16,India,861,844,Won,Resignation,14,4
800,Live Chess,Chess.com,2018.11.25,-,300+5,14:34:12,Black,d4,bNIKLASs,Norway,852,819,Lost,Resignation,14,5
801,Live Chess,Chess.com,2018.11.25,-,300+5,14:55:17,Black,e4,heiner1234,International,861,908,Won,Checkmate,14,6
802,Live Chess,Chess.com,2018.11.25,-,300+5,15:04:35,Black,e4,JulianEser,Germany,852,818,Lost,Resignation,15,7
803,Live Chess,Chess.com,2018.11.25,-,300+5,19:01:12,White,d4,ANG-SelF,Germany,844,840,Lost,Checkmate,19,8
804,Live Chess,Chess.com,2018.11.25,-,300+5,20:10:26,White,d4,BasterGlaster,Romania,853,881,Won,Resignation,20,9
805,Live Chess,Chess.com,2018.11.25,-,300+5,20:29:01,Black,e4,Dishevel,Russia,845,874,Lost,Resignation,20,10
806,Live Chess,Chess.com,2018.11.25,-,300+5,20:39:41,White,d4,bianco80,Italy,837,863,Lost,Resignation,20,11
807,Live Chess,Chess.com,2018.11.25,-,300+5,21:12:13,White,d4,desert_fox86,Indonesia,831,832,Lost,Resignation,21,13
808,Live Chess,Chess.com,2018.11.25,-,300+5,23:18:23,White,d4,fary_v,British Virgin Islands,822,796,Lost,Resignation,23,14
809,Live Chess,Chess.com,2018.11.25,-,300+5,23:38:25,Black,e4,MusicChessCat,Netherlands,813,786,Lost,Checkmate,23,15
810,Live Chess,Chess.com,2018.11.25,-,300+5,23:42:19,White,d4,williamwang25,United States,805,816,Lost,Resignation,23,16
811,Live Chess,Chess.com,2018.11.26,-,300+5,01:53:40,Black,e4,giantsknife,Canada,814,834,Won,Checkmate,1,17
812,Live Chess,Chess.com,2018.11.26,-,300+5,02:18:39,Black,e4,Raven423,United States,808,902,Lost,Resignation,2,18
813,Live Chess,Chess.com,2018.11.26,-,300+5,02:50:47,White,d4,HosamMesallum,United Kingdom,816,791,Won,Checkmate,2,19
814,Live Chess,Chess.com,2018.11.26,-,300+5,02:56:43,Black,d4,VashLee,United States,809,872,Lost,Resignation,2,20
815,Live Chess,Chess.com,2018.11.26,-,300+5,03:24:04,White,d4,jcmr0425,Mexico,803,890,Lost,Resignation,3,21
816,Live Chess,Chess.com,2018.11.26,-,300+5,12:11:45,Black,e4,ahmetyunusemrekaya,Turkey,797,883,Lost,Resignation,12,0
817,Live Chess,Chess.com,2018.11.26,-,300+5,16:48:04,White,d4,MSBhaskar,India,803,702,Won,Time,16,1
818,Live Chess,Chess.com,2018.11.26,-,300+5,17:05:33,White,d4,tjbr,Italy,811,804,Won,Resignation,17,2
819,Live Chess,Chess.com,2018.11.26,-,300+5,21:46:40,White,d4,Jiray1985,Chile,818,759,Won,Resignation,21,4
820,Live Chess,Chess.com,2018.11.26,-,300+5,23:43:31,White,d4,caljorge,United States,810,830,Lost,Resignation,23,5
821,Live Chess,Chess.com,2018.11.27,-,300+5,00:42:24,Black,e4,u4ia,Norway,818,779,Won,Checkmate,0,6
822,Live Chess,Chess.com,2018.11.27,-,300+5,02:19:02,Black,e4,bubbachampava,United States,808,752,Lost,Resignation,2,7
823,Live Chess,Chess.com,2018.11.27,-,300+5,03:01:20,White,d4,PagliacciC,Poland,818,892,Won,Checkmate,3,8
824,Live Chess,Chess.com,2018.11.27,-,300+5,03:02:01,White,d4,curtrad,Cameroon,826,793,Won,Resignation,3,9
825,Live Chess,Chess.com,2018.11.27,-,300+5,03:12:09,White,d4,tiddyss,United States,835,866,Won,Resignation,3,10
826,Live Chess,Chess.com,2018.11.27,-,300+5,03:30:35,Black,e4,martinni96,Norway,845,923,Won,Checkmate,3,11
827,Live Chess,Chess.com,2018.11.27,-,300+5,03:38:44,Black,d4,sashanikolic,Canada,853,828,Won,Resignation,3,12
828,Live Chess,Chess.com,2018.11.27,-,300+5,03:51:22,Black,e4,grgfrg7,Canada,847,933,Lost,Checkmate,3,13
829,Live Chess,Chess.com,2018.11.27,-,300+5,12:27:24,White,d4,alsurayyi,Saudi Arabia,854,800,Won,Checkmate,12,0
830,Live Chess,Chess.com,2018.11.27,-,300+5,12:44:45,Black,e4,Hasan-sah123,Turkey,845,817,Lost,Resignation,12,1
831,Live Chess,Chess.com,2018.11.27,-,300+5,12:56:03,White,d4,SHAMBHAYYA,India,852,805,Won,Time,12,2
832,Live Chess,Chess.com,2018.11.27,-,300+5,15:50:05,White,d4,kempermon,Brazil,847,1004,Lost,Resignation,15,3
833,Live Chess,Chess.com,2018.11.27,-,300+5,15:58:00,Black,e4,Kennethgb,Norway,840,879,Lost,Resignation,15,4
834,Live Chess,Chess.com,2018.11.27,-,300+5,16:19:37,White,d4,kondratei,Russia,850,914,Won,Checkmate,16,5
835,Live Chess,Chess.com,2018.11.27,-,300+5,16:27:02,Black,d4,eatadikbeotch,United States,842,861,Lost,Resignation,16,6
836,Live Chess,Chess.com,2018.11.27,-,300+5,17:21:16,White,d4,Aglu69,Norway,834,865,Lost,Resignation,17,7
837,Live Chess,Chess.com,2018.11.27,-,300+5,18:01:16,White,d4,cauchon1995,Canada,839,714,Won,Resignation,18,8
838,Live Chess,Chess.com,2018.11.27,-,300+5,18:15:02,Black,e4,PinponGame,Mexico,847,833,Won,Resignation,18,9
839,Live Chess,Chess.com,2018.11.27,-,300+5,18:21:05,Black,e4,Kokista,Spain,853,746,Won,Resignation,18,10
